"id","nama","nik","status_pasutri","status_kewarganegaraan","jenis_sewa","unit_number","metode_pembayaran","metode_lain","tanggal_checkin","waktu_checkin","tanggal_checkout","waktu_checkout","lama_menginap","komentar","user_email","diedit_oleh","created_at","classification"
"113","Darla Kassulke","3107566502075190","Belum Menikah","WNI","Mingguan","B-23-3","Cash",NULL,"2023-07-14","15:42:00","2023-08-04","09:53:00","21",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"114","Tom Weissnat","3161362707793990","Menikah","WNA","Bulanan","C-12-10","Cash",NULL,"2013-05-30","17:48:00","2013-08-28","09:33:00","90",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"115","Lawrence Pfeffer","3559510204757028","Belum Menikah","WNA","Bulanan","C-22-23","Others","paylater","2014-10-26","15:13:00","2015-03-25","09:24:00","150",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"116","Rene Nicolas","3534760702058766","Belum Menikah","WNA","Bulanan","D-4-30","Others","ovo","2020-10-24","13:54:00","2021-03-23","12:25:00","150",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"117","Homer Turner","5182501811061546","Belum Menikah","WNA","Mingguan","B-5-18","Others","dana","2012-01-25","18:12:00","2012-02-01","07:37:00","7",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"118","Michael Upton","5174350412942430","Belum Menikah","WNA","Bulanan","B-17-27","Others","shopeepay","2025-05-24","18:09:00","2025-09-21","09:20:00","120",NULL,"Tanya.Effertz-Hane@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"119","Christina Legros","3408775804079172","Belum Menikah","WNA","Harian","A-6-7","Kartu Debit",NULL,"2013-01-09","15:42:00","2013-01-13","10:56:00","4",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"120","Jose Morar","3567310912897264","Belum Menikah","WNA","Bulanan","A-22-13","Cash",NULL,"2014-12-31","15:00:00","2015-03-01","08:09:00","60",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"121","Leah Schultz","3265794708835969","Belum Menikah","WNA","Mingguan","B-6-20","Others","linkaja","2025-04-21","13:33:00","2025-05-12","08:22:00","21",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"122","Kathy Adams","3644335602653304","Belum Menikah","WNA","Harian","D-2-20","QRIS",NULL,"2016-07-14","14:17:00","2016-07-20","07:58:00","6",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"123","Jodi Hackett-Fay","5177864108901519","Belum Menikah","WNA","Mingguan","B-2-26","Cash",NULL,"2011-09-15","17:54:00","2011-10-06","08:44:00","21",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"124","Dewey Shields","3571172203756543","Menikah","WNA","Bulanan","A-21-29","Others","ovo","2012-03-27","16:41:00","2012-08-24","08:38:00","150",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"125","Lydia Connelly","3655335308817269","Menikah","WNA","Bulanan","D-21-30","Cash",NULL,"2019-04-17","17:51:00","2019-05-17","07:29:00","30",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"126","Lauren Zboncak","3279076002053644","Menikah","WNI","Mingguan","C-18-27","QRIS",NULL,"2011-09-21","16:35:00","2011-10-12","12:50:00","21",NULL,"Ian10@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"127","Sheri Tillman","3245266104774562","Belum Menikah","WNA","Harian","A-23-20","Kartu Kredit",NULL,"2024-01-25","19:59:00","2024-01-31","08:30:00","6",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"128","Lucia Bailey","5166056202913939","Menikah","WNI","Bulanan","C-21-17","QRIS",NULL,"2012-05-07","18:58:00","2012-08-05","08:30:00","90",NULL,"Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"129","Dominick Bode","3147580808042088","Belum Menikah","WNA","Harian","D-7-6","QRIS",NULL,"2014-03-10","13:15:00","2014-03-10","22:15:00","0","Merokok di area terlarang","Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"130","Nicholas Kutch","5189302706979178","Belum Menikah","WNI","Harian","C-2-7","Others","shopeepay","2024-02-10","19:35:00","2024-02-15","07:18:00","5",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"131","Victoria Luettgen","3566926506740469","Belum Menikah","WNI","Harian","A-20-9","Cash",NULL,"2017-03-15","20:15:00","2017-03-21","09:52:00","6",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"132","Melvin Cronin","3199482712799611","Belum Menikah","WNA","Harian","A-4-30","Others","linkaja","2011-01-31","16:19:00","2011-02-01","08:28:00","1","Terpantau adanya tamu yang keluar masuk pada malam hari","Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"133","Wade Purdy","5136200205796708","Belum Menikah","WNI","Harian","C-18-26","Others","dana","2016-01-09","15:49:00","2016-01-14","08:04:00","5",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"134","Olivia Wiegand-Strosin","5150635112803930","Menikah","WNI","Mingguan","B-7-20","Kartu Debit",NULL,"2023-09-30","17:47:00","2023-10-14","12:46:00","14",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"135","Charlotte Reichert","3613046307675783","Menikah","WNA","Mingguan","D-1-20","Cash",NULL,"2021-12-19","18:22:00","2021-12-26","10:03:00","7",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"136","Lynn Douglas","3549842402026766","Belum Menikah","WNA","Mingguan","C-23-10","QRIS",NULL,"2010-08-19","20:50:00","2010-09-02","10:40:00","14",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"137","Marilyn Bauch","5118044106063464","Belum Menikah","WNI","Mingguan","C-7-22","Kartu Debit",NULL,"2011-06-17","18:40:00","2011-07-08","10:30:00","21",NULL,"Felton.Schamberger@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"138","Sandy Bogan","3599515107740945","Belum Menikah","WNA","Bulanan","B-3-11","Cash",NULL,"2012-02-27","14:49:00","2012-06-26","12:02:00","120",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"139","Virginia Wilkinson","3316925708920514","Belum Menikah","WNI","Mingguan","B-10-10","Others","gopay","2012-12-21","19:43:00","2013-01-04","07:58:00","14",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"140","Shawn Schamberger","3641652305778833","Belum Menikah","WNA","Bulanan","C-6-6","Kartu Kredit",NULL,"2016-04-15","14:12:00","2016-09-12","09:08:00","150",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"141","Beatrice Volkman","3577496702859444","Menikah","WNA","Bulanan","D-10-4","Others","shopeepay","2017-05-08","17:15:00","2017-10-05","11:51:00","150",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"142","Byron Stokes","3606122802991220","Menikah","WNA","Mingguan","A-1-24","Others","dana","2021-06-05","18:57:00","2021-06-19","12:33:00","14",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"143","Julia Ortiz","3277454806963000","Menikah","WNA","Harian","D-15-19","Others","paylater","2023-01-19","00:24:00","2023-01-19","06:24:00","0","Kebisingan berlebihan di malam hari","Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"144","Gail Corwin","3355955308049050","Menikah","WNA","Bulanan","C-7-11","Others","ovo","2011-06-04","19:28:00","2011-10-02","07:12:00","120",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"145","Gerard Schmidt","3527412604777487","Menikah","WNA","Harian","B-3-28","Cash",NULL,"2016-04-29","13:37:00","2016-04-30","11:48:00","1","Kebisingan berlebihan di malam hari","Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"146","Elisa Williamson","5184426905908391","Menikah","WNI","Harian","C-4-7","QRIS",NULL,"2020-04-08","18:02:00","2020-04-13","11:14:00","5",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"147","Jo Lubowitz","3548774107747214","Menikah","WNA","Harian","C-1-3","Kartu Kredit",NULL,"2021-03-07","20:08:00","2021-03-12","12:40:00","5",NULL,"Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"148","Julius Schulist","3577492209679991","Menikah","WNI","Harian","C-4-19","Others","crypto","2016-06-15","15:38:00","2016-06-16","12:56:00","1","Kebisingan berlebihan di malam hari","Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"149","Kelly Harber","5130322604877976","Belum Menikah","WNI","Bulanan","C-4-19","Cash",NULL,"2011-02-12","19:43:00","2011-04-13","12:23:00","60",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"150","Jackie Heathcote","3578875301681632","Belum Menikah","WNA","Bulanan","B-20-29","Cash",NULL,"2016-09-28","15:57:00","2016-12-27","08:57:00","90",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"151","Rogelio McLaughlin","3618711707974967","Belum Menikah","WNI","Mingguan","D-16-25","Cash",NULL,"2017-02-05","15:26:00","2017-02-19","07:56:00","14",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"152","Penny Hilpert","3461115004786225","Belum Menikah","WNA","Bulanan","B-1-8","Others","paylater","2015-01-10","18:38:00","2015-03-11","07:24:00","60",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"153","Diana Medhurst","3200804312729932","Menikah","WNI","Mingguan","A-20-28","Cash",NULL,"2013-03-12","20:26:00","2013-03-26","12:59:00","14",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"154","Claude Beier","3466900405822249","Menikah","WNA","Harian","C-6-30","Cash",NULL,"2014-02-12","13:01:00","2014-02-16","09:58:00","4",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"155","Tonya O'Kon","3632725703838256","Belum Menikah","WNA","Bulanan","C-22-1","Kartu Kredit",NULL,"2010-04-04","17:39:00","2010-06-03","11:13:00","60",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"156","Sam Hilpert","3454562005045588","Belum Menikah","WNA","Mingguan","B-19-8","QRIS",NULL,"2023-07-03","13:21:00","2023-07-17","12:18:00","14",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"157","Cindy Dooley","3601907110789809","Belum Menikah","WNA","Mingguan","D-7-21","Kartu Debit",NULL,"2025-05-08","20:54:00","2025-05-29","11:55:00","21",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"158","Ross Goldner","3510901811041123","Belum Menikah","WNI","Bulanan","B-10-28","Kartu Debit",NULL,"2017-05-17","18:00:00","2017-09-14","11:57:00","120",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"159","Hugo Lakin","3139092908007563","Menikah","WNI","Mingguan","A-4-26","Kartu Kredit",NULL,"2018-10-31","16:09:00","2018-11-14","12:23:00","14",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"160","Benny Sauer","3364360311003731","Menikah","WNA","Bulanan","D-2-29","Others","gopay","2017-07-05","14:20:00","2017-12-02","11:32:00","150",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"161","Jeannie Breitenberg","3255865009789947","Menikah","WNI","Bulanan","D-8-5","Cash",NULL,"2018-02-04","15:19:00","2018-05-05","12:27:00","90",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"162","Jamie Reichert","3309602508914141","Belum Menikah","WNI","Bulanan","D-16-4","Others","shopeepay","2022-10-01","14:36:00","2022-11-30","10:01:00","60",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"163","Kari Gleichner","5106235612733375","Belum Menikah","WNA","Bulanan","D-5-10","QRIS",NULL,"2022-12-28","17:56:00","2023-01-27","07:29:00","30",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"164","Stanley Schneider","3328510202725503","Belum Menikah","WNA","Mingguan","B-9-28","Kartu Kredit",NULL,"2019-07-05","13:00:00","2019-07-26","07:51:00","21",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"165","Deanna Hand","3174275610969088","Belum Menikah","WNA","Harian","D-2-29","Kartu Debit",NULL,"2025-02-01","18:44:00","2025-02-03","07:50:00","2",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"166","Stephen Nitzsche","3138021912061770","Menikah","WNA","Harian","B-17-5","Kartu Debit",NULL,"2025-09-09","19:08:00","2025-09-14","08:41:00","5",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"167","Armando Bahringer","3650701504706561","Menikah","WNI","Harian","D-18-6","Others","crypto","2020-09-14","13:56:00","2020-09-19","11:42:00","5",NULL,"Eveline71@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"168","Lyle Konopelski","3264581603046851","Belum Menikah","WNA","Harian","B-25-8","QRIS",NULL,"2013-11-30","18:47:00","2013-11-30","04:47:00","0",NULL,"Shaun94@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"169","Gustavo Torp","3551390312035481","Belum Menikah","WNI","Mingguan","C-16-3","QRIS",NULL,"2015-08-13","13:12:00","2015-09-03","09:11:00","21",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"170","Margarita Wisoky","3182975304746104","Belum Menikah","WNI","Mingguan","D-10-24","Others","paylater","2021-05-14","14:27:00","2021-06-04","07:14:00","21",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"171","Silvia Marquardt","5153896806929136","Menikah","WNA","Bulanan","B-25-9","Cash",NULL,"2013-02-11","16:56:00","2013-05-12","09:08:00","90",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"172","Mack Altenwerth","3600852001769105","Belum Menikah","WNI","Bulanan","C-4-26","Kartu Kredit",NULL,"2011-04-30","17:05:00","2011-05-30","07:12:00","30",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"173","Shane Olson","3132170501898181","Menikah","WNA","Bulanan","C-20-21","Cash",NULL,"2025-09-17","19:33:00","2026-02-14","12:48:00","150",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"174","Caleb Schneider-Gottlieb","3308670802793659","Belum Menikah","WNA","Bulanan","B-1-17","Kartu Kredit",NULL,"2015-07-30","19:32:00","2015-10-28","10:45:00","90",NULL,"Tanya.Effertz-Hane@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"175","Garry Miller","3113350812068700","Belum Menikah","WNA","Bulanan","A-1-22","Kartu Kredit",NULL,"2012-12-17","13:04:00","2013-02-15","09:42:00","60",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"176","Clyde Casper","3129651210651235","Belum Menikah","WNA","Harian","A-22-10","QRIS",NULL,"2014-07-03","17:32:00","2014-07-08","09:00:00","5",NULL,"Ryder8@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"177","Kristen Breitenberg","3346465104721554","Belum Menikah","WNI","Mingguan","D-20-9","QRIS",NULL,"2012-07-18","17:10:00","2012-08-01","09:50:00","14",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"178","Alfonso Greenholt","3174672307702862","Belum Menikah","WNI","Harian","B-14-21","Kartu Kredit",NULL,"2014-05-10","16:44:00","2014-05-13","09:28:00","3",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"179","Geraldine Hermiston","3124155103975691","Belum Menikah","WNA","Bulanan","A-21-9","QRIS",NULL,"2021-08-16","17:27:00","2022-01-13","10:44:00","150",NULL,"Keeley.Kuhic84@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"180","Santos Schultz","3355293003021225","Belum Menikah","WNI","Bulanan","B-19-17","Others","gopay","2020-02-14","17:39:00","2020-05-14","09:40:00","90",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"181","Carla Ernser","3578794211675696","Menikah","WNI","Bulanan","A-22-6","Kartu Kredit",NULL,"2022-11-09","13:05:00","2022-12-09","09:42:00","30",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"182","Kristy Macejkovic","3402476910738166","Menikah","WNA","Harian","B-17-5","Kartu Kredit",NULL,"2023-08-23","17:45:00","2023-08-26","08:32:00","3",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"183","Maggie Carroll","3406304309945457","Belum Menikah","WNI","Mingguan","B-9-26","Kartu Debit",NULL,"2018-01-22","13:18:00","2018-01-29","10:45:00","7",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"184","Dominic Raynor","3350611202887110","Belum Menikah","WNA","Harian","B-13-6","Others","shopeepay","2011-06-25","16:31:00","2011-06-26","10:03:00","1",NULL,"Mallory20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"185","Elizabeth Deckow","3593226912663828","Belum Menikah","WNI","Harian","B-18-2","QRIS",NULL,"2024-11-12","13:07:00","2024-11-12","22:07:00","0","Terpantau adanya tamu yang keluar masuk pada malam hari","Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"186","Joyce Quitzon","3247495510716987","Belum Menikah","WNI","Bulanan","D-17-5","QRIS",NULL,"2023-11-30","18:04:00","2024-04-28","07:34:00","150",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"187","Sonia Bode","3324504510852899","Belum Menikah","WNI","Bulanan","B-18-24","Others","gopay","2010-04-11","14:24:00","2010-09-08","12:23:00","150",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"188","Rogelio Bashirian","3388221407670407","Belum Menikah","WNA","Harian","D-8-3","Kartu Kredit",NULL,"2012-09-14","13:04:00","2012-09-20","07:57:00","6",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"189","Santos Gerhold","3136331209979121","Belum Menikah","WNI","Harian","D-25-10","Cash",NULL,"2019-04-18","15:49:00","2019-04-22","07:28:00","4",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"190","Lee Stokes","3641796611815422","Menikah","WNA","Mingguan","A-24-10","Kartu Kredit",NULL,"2023-08-14","18:13:00","2023-08-21","11:42:00","7",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"191","Mandy Monahan","5131736010974434","Menikah","WNA","Harian","D-4-22","Others","dana","2017-02-08","14:37:00","2017-02-11","10:16:00","3",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"192","Paula Littel","3599985607722090","Belum Menikah","WNI","Harian","B-2-17","QRIS",NULL,"2016-04-20","13:22:00","2016-04-21","08:49:00","1","Kekerasan atau ancaman kepada penghuni lain","Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"193","Orlando Pfeffer","3212940502702155","Menikah","WNI","Mingguan","A-21-29","Kartu Debit",NULL,"2015-05-26","19:37:00","2015-06-16","08:09:00","21",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"194","Verna Schulist","3607335107917950","Belum Menikah","WNI","Harian","A-10-23","Kartu Debit",NULL,"2015-01-11","13:24:00","2015-01-17","10:50:00","6",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"195","Carlos Tromp","3100772505696069","Menikah","WNI","Harian","D-3-24","QRIS",NULL,"2020-03-27","17:30:00","2020-03-28","12:53:00","1",NULL,"Kian24@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"196","Ruth Heller","3116606105944329","Menikah","WNI","Mingguan","D-11-7","Others","ovo","2011-10-02","20:53:00","2011-10-09","11:31:00","7",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"197","Meredith Kub","3340884101801768","Belum Menikah","WNI","Harian","A-18-26","Cash",NULL,"2020-11-23","13:25:00","2020-11-28","09:03:00","5",NULL,"Shaun94@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"198","Gary Marks","3270551807715081","Belum Menikah","WNA","Harian","C-4-16","Others","shopeepay","2011-09-19","20:03:00","2011-09-19","05:03:00","0","Menyewakan kembali unit yang disewa","Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"199","Elvira Blanda","3623886508907132","Menikah","WNI","Harian","D-16-7","Kartu Kredit",NULL,"2019-01-29","02:48:00","2019-01-30","08:48:00","1","Kebisingan berlebihan di malam hari","Ryder8@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"200","Micheal Bayer","3352411902889004","Belum Menikah","WNA","Mingguan","C-17-26","Kartu Kredit",NULL,"2013-08-12","13:31:00","2013-08-19","09:32:00","7",NULL,"Mallory20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"201","Derrick Mertz","3561090304818509","Menikah","WNI","Harian","C-4-23","Others","crypto","2010-03-15","14:48:00","2010-03-20","11:56:00","5",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"202","Jon D'Amore","3640860208658739","Menikah","WNA","Mingguan","D-4-22","Others","ovo","2024-11-26","19:05:00","2024-12-03","12:52:00","7",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"203","Jeremiah Gottlieb","3421230604690800","Belum Menikah","WNA","Bulanan","B-23-21","QRIS",NULL,"2010-09-14","18:01:00","2010-11-13","09:41:00","60",NULL,"Ena_Hartmann34@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"204","Melody Conn","3694056311852888","Menikah","WNI","Mingguan","C-17-16","Cash",NULL,"2016-04-02","19:57:00","2016-04-09","12:52:00","7",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"205","Percy Heathcote","3341283006071010","Menikah","WNA","Bulanan","C-22-1","Others","dana","2012-07-20","17:37:00","2012-08-19","09:02:00","30",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"206","Robin King","3399160405929169","Menikah","WNA","Bulanan","D-17-8","Kartu Kredit",NULL,"2022-12-18","19:20:00","2023-01-17","10:38:00","30",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"207","Edna Rohan","3290145503061830","Menikah","WNI","Harian","A-1-30","Kartu Kredit",NULL,"2013-11-16","15:33:00","2013-11-19","11:00:00","3",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
